#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
10,33600,22606,"REUNIONES, CONFERENCIAS Y CURSOS.",10,3,2,0,45000,45000,45000
10,91200,10000,ÓRGANOS DE GOBERNO. RETRIBUCIÓNS BÁSICAS DE CARGOS ELECTOS,10,9,1,311280.04,-5000,306280.04,272821.89
10,91200,10001,ÓRGANOS DE GOBERNO.RETRIB. COMPLEMENTARIAS DE CARGOS ELECTOS,10,9,1,486951.42,-7000,479951.42,480815.14
10,91200,11000,ÓRGANOS DE GOBERNO. RETRIBUCIÓNS BÁSICAS PERSOAL EVENTUAL,10,9,1,223526.97,0,223526.97,196199.27
10,91200,11001,ÓRGANOS DE GOBERNO. RETRIB. COMPLEMENTARIAS PERSOAL EVENTUAL,10,9,1,335677.37,0,335677.37,335278.47
10,91200,12006,ÓRGANOS DE GOBERNO. RETRIB. BÁSICAS FUNCIONARIOS. TRIENIOS,10,9,1,28722.65,0,28722.65,28054.69
10,91200,12010,ÓRGANOS DE GOBERNO. RETRIBUCIÓNS BÁSICAS DE FUNCIONARIOS,10,9,1,178891.28,-38284.56,140606.72,119534.14
10,91200,12100,ÓRGANOS DE GOBERNO. COMPLEMENTO DE DESTINO DE FUNCIONARIOS,10,9,1,97056.97,-22625,74431.97,73969.99
10,91200,12101,ÓRGANOS DE GOBERNO. COMPLEMENTO ESPECÍFICO DE FUNCIONARIOS,10,9,1,228088.8,-43453,184635.8,180183.51
10,91200,16000,ORGANOS GOBERNO.S.SOCIAL FUNC.CARGOS ELECTOS E EVENTUAIS,10,9,1,441736.25,-24000,417736.25,417026.76
10,91200,20300,ARRENDAMENTO MAQUIN. INSTALAC. E UTILL.,10,9,2,0,0,0,295
10,91200,22000,ORGANOS DE GOBERNO.MATERIAL DE OFICINA.,10,9,2,3339.94,0,3339.94,3785.38
10,91200,22001,ORGANOS DE GOBERNO.PRENSA E PUBLICACIONS.,10,9,2,7064.06,30000,37064.06,38041.63
10,91200,22199,ORGANOS DE GOBERNO. OUTROS SUMINISTROS.,10,9,2,0,0,0,949.97
10,91200,22201,ORGANOS DE GOBERNO.CORREO E SERVIZOS URXENTES,10,9,2,0,0,0,553.21
10,91200,22601,ORGANOS DE GOBERNO.ATENCIONS PROTOCOLARIAS.,10,9,2,94972.27,18900,113872.27,153427.25
10,91200,22602,PUBLICIDAD Y PROPAGANDA.,10,9,2,210000,16000,226000,198656.32
10,91200,22606,"ORGANOS DE GOBERNO. REUNIONES, CONFERENCIAS Y CURSOS.",10,9,2,0,0,0,0
