#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
10,33600,22606,"REUNIONES, CONFERENCIAS Y CURSOS.",10,3,2,0,0,0,0
10,33600,46600,TRANSFERENCIAS A OUTRAS ENTIDADES QUE AGRUPEN CONCELLOS,10,3,4,0,45000,45000,45000
10,91200,10000,ÓRGANOS DE GOBERNO. RETRIBUCIÓNS BÁSICAS DE CARGOS ELECTOS,10,9,1,339163.7,-20000,319163.7,318996.11
10,91200,10001,ÓRGANOS DE GOBERNO.RETRIB. COMPLEMENTARIAS DE CARGOS ELECTOS,10,9,1,486743.4,0,486743.4,485739.52
10,91200,11000,ÓRGANOS DE GOBERNO. RETRIBUCIÓNS BÁSICAS PERSOAL EVENTUAL,10,9,1,227250.6,0,227250.6,234592.25
10,91200,11001,ÓRGANOS DE GOBERNO. RETRIB. COMPLEMENTARIAS PERSOAL EVENTUAL,10,9,1,335772.6,0,335772.6,335469.64
10,91200,12006,ÓRGANOS DE GOBERNO. RETRIB. BÁSICAS FUNCIONARIOS. TRIENIOS,10,9,1,20046.2,0,20046.2,22614.59
10,91200,12010,ÓRGANOS DE GOBERNO. RETRIBUCIÓNS BÁSICAS DE FUNCIONARIOS,10,9,1,114296.02,0,114296.02,112294.12
10,91200,12100,ÓRGANOS DE GOBERNO. COMPLEMENTO DE DESTINO DE FUNCIONARIOS,10,9,1,63202.59,-4000,59202.59,57276.62
10,91200,12101,ÓRGANOS DE GOBERNO. COMPLEMENTO ESPECÍFICO DE FUNCIONARIOS,10,9,1,152361.27,0,152361.27,139447.8
10,91200,16000,ORGANOS GOBERNO.S.SOCIAL FUNC.CARGOS ELECTOS E EVENTUAIS,10,9,1,416106.68,0,416106.68,421508.9
10,91200,16009,ORGANOS GOBERNO.MUFACE.FUNC.CARGOS ELECTOS E EVENTUAIS,10,9,1,1816.92,0,1816.92,0
10,91200,20300,ARRENDAMENTO MAQUIN. INSTALAC. E UTILL.,10,9,2,0,0,0,0
