#Área,Política,Grupo,Programa,Descripción
#
# Áreas de gasto y Políticas, definidas en la Orden HAP/419/2014 y comunes a todas las EELL.
# Ver http://www.boe.es/diario_boe/txt.php?id=BOE-A-2014-2922
0,,,,Deuda pública
0,1,,,Deuda pública
1,,,,Servicios públicos básicos
1,3,,,Seguridad y movilidad ciudadana
1,5,,,Vivienda y urbanismo
1,6,,,Bienestar comunitario
1,7,,,Medio ambiente
2,,,,Actuaciones de protección y promoción social
2,1,,,Pensiones
2,2,,,Otras prestaciones económicas a favor de empleados
2,3,,,Servicios sociales y promoción social
2,4,,,Fomento del empleo
3,,,,Produccion de bienes públicos de caracter preferente
3,1,,,Sanidad
3,2,,,Educación
3,3,,,Cultura
3,4,,,Deporte
4,,,,Actuaciones de caracter económico
4,1,,,Agricultura ganadería y pesca
4,2,,,Industria y energía
4,3,,,"Comercio, turismo y pequeñas y medianas empresas"
4,4,,,Transporte público
4,5,,,Infraestructuras
4,6,,,"Investigación, desarrollo e innovación"
4,9,,,Otras actuaciones de caracter económico
9,,,,Actuaciones de caracter general
9,1,,,Órganos de gobierno
9,2,,,Servicios de carácter general
9,3,,,Administración financiera y tributaria
9,4,,,Transferencias a otras administraciónes públicas
#
# Programas específicos de Santiago
0,1,1,00,Deuda pública
1,3,2,00,Seguridad y orden público
1,3,3,00,Ordenación del tráfico y del estacionamiento
1,3,4,00,Mobilidad urbana
1,3,5,00,Protección Civil
1,3,6,00,Servicio de extinción de incendios
1,5,0,00,Administración general de vivienda y urbanismo
1,5,1,00,Urbanismo
1,5,1,01,Planificación y gestión urbanística
1,5,1,02,Gestión de licencias y disciplina
1,5,1,03,Expropiaciones
1,5,1,04,Gestión ejecuciones subdiarias
1,5,2,20,Vivienda
1,5,3,00,Vías públicas
1,5,3,20,Pavimentación de vías públicas
1,5,3,21,Actuaciones integrales en vías públicas
1,5,3,40,Infraestructuras urbanas
1,5,9,00,Otras actividades relacionadas con el urbanismo
1,6,0,00,Saneamiento
1,6,1,00,Abastecemiento domiciliario de agua potable
1,6,2,00,"Recogida, eliminación y tratamiento de residuos"
1,6,2,10,Recogida de residuos
1,6,2,20,Gestión de residuos sólidos urbanos
1,6,3,00,Limpieza viaria y basuras
1,6,4,00,Cementerios y servicios funerarios
1,6,5,00,Alumbrado público
1,7,1,00,Parques y jardines
1,7,2,00,Administración general de medio ambiente
1,7,2,10,"Protección contra la contaminación acústica, lumínica y atmosférica en zonas urbanas"
2,2,1,00,Otras prestaciones económicas a favor de empleados
2,3,1,00,Asistencia social primaria
2,3,1,01,Unidad Municipal de Atención a las Drogodependencias (UMAD)
2,3,1,02,Mujer
2,3,1,03,Emigración/Inmigración
2,3,1,04,Juventud
2,3,1,09,Acción Social. Infraestructuras
2,3,9,00,Otras actividades relacionadas con servicios sociales
2,4,1,00,Fomento del empleo
2,4,1,01,Fomento del empleo: Desarrollo Urbano Sostenible e Integrado (EDUSI)
2,4,1,02,Fomento del empleo: talleres
3,1,1,00,Protección de la salud pública
3,1,1,01,Protección de la salud pública: bienestar animal
3,2,0,00,Administración general de educación
3,2,3,00,Funcionamiento de los centros de enseñanza infantil y primaria (CEIPs)
3,2,3,01,Funcionamiento de escuelas infantiles municipales
3,2,3,02,Funcionamiento de escuelas infantiles consorcio
3,2,4,00,Funcionamiento de centros de enseñanza secundaria
3,2,6,00,Servicios complementarios de educación
3,2,6,00,Servicios complementarios de educación
3,2,6,01,Servicios complementarios de educación
3,2,9,00,Otras actividades relacionadas con la educación
3,3,0,00,Administración general de cultura
3,3,2,20,Archivos
3,3,3,00,Museos y artes plásticas
3,3,4,00,Promoción cultural
3,3,4,01,Banda de música
3,3,4,02,Normalización lingüística
3,3,4,03,Centros socioculturales
3,3,4,04,Asociaciones vecinales
3,3,5,00,Artes escénicas
3,3,6,00,Protección patrimonio histórico-artístico
3,3,8,00,Festejos
3,4,0,00,Administración general de deporte
3,4,1,00,Promoción y fomento del deporte
3,4,2,00,Instalaciones deportivas
3,4,9,00,Otras actividades relacionadas con el deporte
4,3,1,00,Comercio
4,3,1,20,Mercados
4,3,2,00,Información y promoción turística
4,3,3,00,Desarrollo Empresarial
4,4,1,10,Transporte colectivo urbano de viajeros
4,4,2,00,Infraestructuras de transporte
4,5,0,00,Administración general de infraestructuras
4,5,3,00,Carreteras
4,5,4,00,Caminos vecinales
4,5,9,00,Otras infraestructuras
4,6,2,00,Investigación y estudios relacionados con los SSPP
4,6,3,00,Investigación técnica
4,9,1,00,Sociedad de la información
4,9,3,00,Protección de consumidores y usuarios
9,1,2,00,Órganos de gobierno
9,1,2,01,Protocolo
9,2,0,00,Administración general
9,2,0,01,Informática
9,2,0,02,Presidencia
9,2,2,00,Coordinación y organización institucional de las entidades locales
9,2,3,00,Estadística
9,2,4,00,Participación ciudadana
9,2,4,01,Gastos electorales
9,2,4,02,Relaciones vecinales
9,2,5,00,Atención a los ciudadanos
9,2,5,01,Comunicación
9,2,9,00,"Imprevistos, situaciones transitorias y contingencias"
9,3,1,00,Política económica y fiscal
9,3,2,00,Gestión del sistema tributario
9,3,3,00,Gestión del patrimonio
9,3,3,01,Gestión del patrimonio educativo
9,3,3,02,Gestión del patrimonio deportivo
9,3,3,03,Gestión del patrimonio cultural
9,3,3,04,Gestión del patrimonio social
9,3,4,00,Gestión de la deuda y de la tesorería
9,3,5,00,Gestión contable
9,3,9,00,Hacienda
9,4,3,00,Transferencias a otras entidades locales
9,4,5,00,Consorcio de la Ciudad de Santiago
