#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
10,16220,64100,XESTIÓN DE RSU. GASTOS EN APLICACIÓNS INFORMÁTICAS,10,1,6,70000,,,
10,16300,64100,LIMPEZA VIARIA E LIXO. GASTOS EN APLICACIÓNS INFORMÁTICAS,10,1,6,69000,,,
10,16500,64100,ALUMEADO PÚBLICO GASTOS EN APLICACIÓNS INFORMÁTICAS,10,1,6,69000,,,
10,33402,22001,"NORMALIZACIÓN LINGÜÍSTICA. PRENSA, REVISTAS, LIBROS E OUTRAS PUBLICACIÓNS",10,3,2,300,,,
10,33402,22699,NORMALIZACIÓN LINGÜÍSTICA. OUTROS GASTOS DIVERSOS. ACTIVIDADES,10,3,2,70000,,,
10,33402,48900,NORMALIZACIÓN LINGÜÍSTICA. TRANSFERENCIAS NOMINATIVAS,10,3,4,2500,,,
10,33402,48901,NORMALIZACIÓN LINGÜÍSTICA. TRANSFERENCIAS NON NOMINATIVAS,10,3,4,12000,,,
10,33403,22700,CSC. LIMPEZA E ASEO,10,3,2,257948.75,,,
10,33404,21200,P.CULTURAL.ASOCIACIÓNS VECIÑAIS. REPARAC. MANTEN. EDIFICIOS E O. CONST,10,3,2,5400,,,
10,33404,21300,"P.CULTURAL.ASOCIACIÓNS VECIÑAIS. REPARAC. MANTEN. MAQUIN.,INST E UTILL",10,3,2,3600,,,
10,33404,21600,P.CULTURAL.ASOCIACIÓNS VECIÑAIS. REPARAC. MANTEN. EQUIPOS PROC INFORMAC,10,3,2,1000,,,
10,33404,22000,P.CULTURAL.ASOCIACIÓNS VECIÑAIS. MATERIAL OFICINA ORD NON INVENT,10,3,2,250,,,
10,33404,22001,"P.CULTURAL.ASOCIACIÓNS VECIÑAIS. PRENSA, REV. E O. PUBLICACIÓNS",10,3,2,1000,,,
10,33404,22102,P.CULTURAL.ASOCIACIÓNS VECIÑAIS. GAS,10,3,2,4000,,,
10,33404,22300,P.CULTURAL.ASOCIACIÓNS VECIÑAIS. TRANSPORTES,10,3,2,1500,,,
10,33404,22699,P.CULTURAL.ASOCIACIÓNS VECIÑAIS. OUTROS GASTOS DIVERSOS. ACTIVIDADES,10,3,2,10000,,,
10,33404,22701,P.CULTURAL.ASOCIACIÓNS VECIÑAIS. SEGURIDADE,10,3,2,1100,,,
10,33404,22799,P.CULTURAL.ASOCIACIÓNS VECIÑAIS. OUTROS TRAB REALIZ OUTRAS EMPRESAS,10,3,2,5500,,,
10,33404,48901,P.CULTURAL.ASOCIACIÓNS VECIÑAIS.  TRANSFERENCIAS NON NOMINATIVAS,10,3,4,72800,,,
10,34200,22700,INSTALAC DEPORTIVAS. LIMPEZA E ASEO,10,3,2,174112.73,,,
10,43200,22699,PROMOCIÓN TURÍSTICA. PROMOCIÓN DA CIDADE,10,4,2,100000,,,
10,49100,22200,SOCIEDADE DA INFORMACIÓN. SERVIZO DE TELECOMUNICACIÓNS,10,4,2,269172.98,,,
