#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
10,43200,22602,PROMOCIÓN TURISTICA.PUBLICIDADE E PROPAGANDA.,10,4,2,0,0,0,
10,43200,22699,OTROS GASTOS DIVERSOS,10,4,2,249000,0,249000,
10,91200,22000,ORGANOS DE GOBERNO.MATERIAL ORDINARIO NO INVENTARIABLE.,10,9,2,4000,0,4000,
10,91200,22001,"ORGANOS GOBERNO.PRENSA, REVISTAS, LIBROS E OUTRAS PUB.",10,9,2,5000,0,5000,
10,91200,22602,ORGANOS DE GOBERNO. PUBLICIDADE E PROPAGANDA.,10,9,2,218500,35000,253500,
10,91200,22606,"ORGANOS DE GOBERNO. REUNIONS, CONFERENCIAS E CURSOS.",10,9,2,5000,0,5000,
10,91200,22699,ORGANOS DE GOBERNO. OUTROS GASTOS DIVERSOS,10,9,2,30000,0,30000,
10,91200,22706,ORGANOS DE GOBERNO. ESTUDIOS E TRABALLOS TÉCNICOS.,10,9,2,20000,0,20000,
10,91200,23000,ORGANOS GOBERNO.AXUDAS CUSTE MEMBROS DOS ÓRGANOS DE GOBERNO.,10,9,2,5000,0,5000,
10,91200,23100,OGANOS GOBERNO.LOCOMOCIÓN. DOS MEMBROS ÓRGANOS DE GOBERNO,10,9,2,8000,0,8000,
10,91200,23300,ORGANOS DE GOBERNO. OUTRAS INDEMNIZACIÓNS,10,9,2,45000,0,45000,
10,91200,48900,ORGANOS DE GOBERNO.OUTRAS TRANSFERENCIAS,10,9,4,151200,0,151200,
10,91201,20300,ARRENDAMENTO MAQUIN. INSTALAC. E UTILLAXE,10,9,2,2500,0,2500,
10,91201,22601,PROTOCOLO.ATENCIONS PROTOCOLARIAS E REPRESENTATIVAS.,10,9,2,90000,55000,145000,
10,91201,22699,PROTOCOLO. OUTROS GASTOS DIVERSOS,10,9,2,10000,10000,20000,
10,92002,22000,PRESIDENCIA. MATERIAL ORDINARIO NON INVENTARIABLE.URBAN,10,9,2,400,0,400,
10,92002,22602,PRESIDENCIA. PUBLICIDADE E PROPAGANDA.URBAN,10,9,2,9351,19907.65,29258.65,
10,92002,22699,PRESIDENCIA. OUTROS GASTOS DIVERSOS. URBAN,10,9,2,300,0,300,
10,92002,22706,PRESIDENCIA. ESTUDIOS E TRABALLOS TÉCNICOS.URBAN,10,9,2,122297.38,2000,124297.38,
10,92002,23020,PRESIDENCIA. AXUDAS DE CUSTE DO PERSOAL NON DIRECTIVO.URBAN,10,9,2,175,0,175,
10,92002,23120,PRESIDENCIA. LOCOMOCIÓN DO PERSOAL NON DIRECTIVO. URBAN,10,9,2,400,0,400,
10,92200,48902,ADMINISTRACIÓN XERAL. OUTRAS SUBVENCIONS,10,9,4,3800,0,3800,
10,92501,21600,REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,10,9,2,0,0,0,
10,92501,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",10,9,2,0,0,0,
10,92501,22602,COMUNICACIÓN. PUBLICIDADE E PROPAGANDA.,10,9,2,162000,0,162000,
10,94300,46300,TRANSFERENCIAS A ADMINIS.PUBLICAS.MANCOMUNIDADES,10,9,4,33600,0,33600,
