#Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
10000,IMPOSTO SOBRE A RENDA DE PERSOAS FISICAS,2050330,0,2050330,2050331.76
11200,IMPOSTO SOBRE BENS INMOBLES DE NATUREZA RUSTICA,850000,0,850000,863614.12
11300,IMPTO SOBRE BENS INMOBLES NATUREZA URBANA,28300000,0,28300000,28636588.63
11400,IMPOSTO SOBRE BENS INMOBLES DE CARACTERISTICAS ESPECIAIS,440000,0,440000,985321.55
11500,IMPOSTO SOBRE VEHICULOS TRACCION MECANICA,5200000,0,5200000,5120245.76
11600,IMPOSTO SOBRE O INCREMENTO DO VALOR DOS TERREOS,1400000,0,1400000,2041495.46
13000,IMPOSTO SOBRE ACTIVIDADES ECONOMICAS EMPRESARIAIS,2600000,0,2600000,2779588.06
13001,IMPOSTO SOBRE ACTIVIDADES PROFESIONAIS E ARTISTICAS,30000,0,30000,23815.35
21000,IVE ENGADIDO,1340800,0,1340800,1566666.58
22000,IMPOSTO SOBRE O ALCOHOL E BEBIDAS DERIVADAS.,19780,0,19780,20733.13
22001,IMPOSTO SOBRE A CERVEXA.,5980,0,5980,7013.4
22003,IMPOSTO SOBRE AS LABORES DO TABACO.,201350,0,201350,214659.21
22004,IMPOSTO SOBRE HIDROCARBUROS.,255980,0,255980,258411
22006,IMPUESTO SOBRE PRODUCTOS INTERMEDIOS.,480,0,480,506.77
29000,"IMPOSTO SOBRE CONSTRUCCIONS, INSTALACIONS E OBRAS",1500000,0,1500000,1769522.53
30000,SERVICIO DE ABASTECIMIENTO DE AGUA.,0,0,0,0
30200,RECOLLIDA DE LIXOS,6200000,0,6200000,6296503.18
30300,INGRESOS DA XESTION DE RESIDUOS,325000,0,325000,308032.49
30900,EXTINCION DE INCENDIOS E SALVAMENTO,90000,0,90000,50803.38
30904,CEMITERIOS,20000,0,20000,18177.2
32100,LICENCIAS URBANISTICAS,2500000,0,2500000,2715571.99
32101,LICENCIAS APERTURA ESTABLECEMENTOS,160000,0,160000,155445.05
32500,EXPEDICION DE DOCUMENTOS,110000,0,110000,125528.6
32900,LICENCIAS AUTOTAXIS E VEHICULOS DE ALUGUER,25000,0,25000,7443
32901,PREMIO COBRANZA.DEPUTACION PROVINCIAL,25000,0,25000,20771.62
32904,MATRIMONIOS,9000,0,9000,10718.5
33100,TAXA POR ENTRADA DE VEHÍCULOS,250000,0,250000,178404.42
33200,TAXA UTILIZACIÓN POR EMPRESAS SUBMINSITRADORAS,1440000,0,1440000,111367.92
33500,TAXA POR OCUPACIÓN VÍA PCA CON MESAS E CADEIRAS,160000,0,160000,202893.48
33600,VENDA AMBULANTE,58000,0,58000,47138.66
33800,COMPENSACION TELEFONICA DE ESPAÑA SA,220000,0,220000,270334.09
33900,OCUPACION VIA PUBLICA CON VALOS E ANDAMIOS,120000,0,120000,166742.44
33901,O.TASAS UTILIZACIÓN PRIVATIVA DO DOMINIO PUBLICO.MARQUESINAS,227176.2,0,227176.2,0
33903,CONCESIÓN ADMINISTRATIVA BENS DOMINIO PUBLICO MUNICIPAL,100000,0,100000,140152.06
34100,AXUDA A DOMICILIO,62000,0,62000,106582.75
34300,INSTALACIONS DEPORTIVAS,2500,0,2500,410.2
34400,INGRESOS DE TAQUILLAS,0,0,0,3319.21
34901,"PREZO PCO POR ACTIVIDADES, XORNADAS E SEMINARIOS",100000,0,100000,139429.38
35100,CONTRIBUCIÓNS ESPECIAIS.ESTABLEC.OU AMPLIAC.DE SERVIZOS,141000,397027.48,538027.48,567049.41
36000,VENTAS DE EFECTOS,0,0,0,2000
