#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
010,16220,64100,XESTION RSU.GASTOS EN APLICACIÓNS INFORMÁTICAS,010,1,6,70000,-14000,56000,0
010,16300,64100,LIMPEZA VIARIA E LIXO.GASTOS EN APLICACIÓNS INFORMÁTICAS,010,1,6,69000,-8759.3,60240.7,0
010,16500,64100,ALUMEADO PÚBLICO.GASTOS EN APLICACIÓNS INFORMÁTICAS,010,1,6,69000,0,69000,0
010,33402,22001,"NORMALIZACIÓN LINGÜÍSTICA. PRENSA, REVISTAS, LIBROS E O. PUB",010,3,2,300,0,300,235.95
010,33402,22699,NORMALIZACIÓN LINGÜÍSTICA.OUTROS GTOS.DIV. ACTIVIDADES,010,3,2,70000,3631.29,73631.29,54479.22
010,33402,48900,NORMALIZACIÓN LINGÜÍSTICA. TRANFERENCIAS NOMINATIVAS,010,3,4,2500,0,2500,2500
010,33402,48901,NORMALIZACION LINGÜISTICA. TRANFERENCIAS NON NOMINATIVAS,010,3,4,12000,-2000,10000,10000
010,33403,22700,CSC. LIMPEZA E ASEO,010,3,2,257948.75,20106,278054.75,278054.14
010,33404,21200,P. CULTURAL.ASOC.VECIÑA.REPARAC. MANTEM. EDIFICIOS E O.CONST,010,3,2,5400,0,5400,3525.21
010,33404,21300,"P.CULTURAL ASOC. VEC.REPARAC. MANTEM, MAQUIN.,INST. E UTILL.",010,3,2,3600,0,3600,3259.61
010,33404,21600,P.CULTURAL.ASOC.VEC.REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,010,3,2,1000,0,1000,3319.52
010,33404,22000,P.CULTURAL. ASOC.VECIÑAIS. MATERIAL OFICINA ORD NON INVENT,010,3,2,250,0,250,0
010,33404,22001,"P.CULTURAL. ASOCIACIÓNS VECIÑAIS. PRENSA, REV. E O. PUBLICAC",010,3,2,1000,0,1000,1586.08
010,33404,22102,P. CULTULRAL. ASOCIACIÓNS VECIÑAIS. GAS.,010,3,2,4000,0,4000,2296.44
010,33404,22300,P. CULTURAL. ASOCIACIÓNS VECIÑAIS. TRANSPORTES.,010,3,2,1500,0,1500,0
