#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas,,,,,,,,,,
010,33402,22001,"NORMALIZACIÓN LINGÜÍSTICA. PRENSA, REVISTAS, LIBROS E O. PUB",010,3,2,300,,,,,,,,,,,,,
010,33402,22699,NORMALIZACIÓN LINGÜÍSTICA.OUTROS GTOS.DIV. ACTIVIDADES,010,3,2,150000,,,,,,,,,,,,,
010,33402,48900,NORMALIZACIÓN LINGÜÍSTICA. TRANFERENCIAS NOMINATIVAS,010,3,4,2500,,,,,,,,,,,,,
010,33402,48901,NORMALIZACION LINGÜISTICA. TRANFERENCIAS NON NOMINATIVAS,010,3,4,15000,,,,,,,,,,,,,
010,43200,22699,PROMOCIÓN TURÍSTICA. PROMOCIÓN DA CIDADE,010,4,2,440000,,,,,,,,,,,,,
010,91201,20300,PROTOCOLO. ARRENDAMENTO MAQUIN. INSTALAC. E UTILL.,010,9,2,35000,,,,,,,,,,,,,
010,91201,22601,PROTOCOLO. ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS.,010,9,2,70000,,,,,,,,,,,,,
010,91201,22699,PROTOCOLO. OUTROS GASTOS DIVERSOS,010,9,2,10000,,,,,,,,,,,,,
010,92000,22001,"ADMINISTRACIÓN XERAL. PRENSA, REVISTAS, LIBROS E OUTRAS PUBL",010,9,2,1000,,,,,,,,,,,,,
010,92501,22001,"COMUNICACIÓN PRENSA, REVISTAS, LIBROS E OUTRAS PUBLICACIÓNS.",010,9,2,70000,,,,,,,,,,,,,
010,92501,22602,COMUNICACIÓN. PUBLICIDADE E PROPAGANDA,010,9,2,190000,,,,,,,,,,,,,
010,92501,22706,COMUNICACIÓN. ESTUDIOS E TRABALLOS TÉCNICOS.,010,9,2,99500,,,,,,,,,,,,,
