#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
10,16220,2269900,DESENVOLVEMENTO EMPRESARIAL. OUTROS GASTOS DIVERSOS,10,1,2,4500,2068.19,6568.19,260.27
10,16220,2279900,DESENVOLVEMENTO EMPRESARIAL.OUTROS TRABALLOS REALIZ POR OEEP,10,1,2,53664.59,0,53664.59,45371.81
10,16220,2302000,DESENVOLVEMENTO EMPRESARIAL. AXUDAS DE CUSTE PERSOAL NON DIR,10,1,2,2983.75,0,2983.75,0
10,16220,2312000,DESENVOLVEMENTO EMPRESARIAL.LOCOMOCIÓN. DO PERSOAL NON DIR,10,1,2,2983.75,0,2983.75,0
10,24100,2020000,FOMENTO DO EMPREGO. ARRENDAMENTOS EDIFICIOS E OUT. CONSTRU,10,2,2,15000,0,15000,0
10,24100,2030000,FOMENTO DO EMPREGO.ARRENDAMENTO MAQUIN. INSTALAC. E UTILL.,10,2,2,90000,0,90000,50196.33
10,24100,2040000,FOMENTO DO EMPREGO. ARRENDAMENTO MATERIAL DE TRANSPORTE,10,2,2,0,0,0,5053.89
10,24100,2060000,FOMENTO DO EMPREGO. ARREND. EQUIPOS PROC DE INFORMACION,10,2,2,0,0,0,1911.8
10,24100,2120000,FOMENTO DO EMPREGO.REPARAC. MANTEM. EDIFICIOS E O.CONSTRUC,10,2,2,9497,0,9497,19137.27
10,24100,2130000,"FOMENTO DO EMPREGO. REPARAC. MANTEM, MAQUIN.,INSTA E UTILLA.",10,2,2,0,0,0,188.43
10,24100,2200100,"FOMENTO DO EMPREGO. PRENSA, REVISTAS, LIBROS E O. PUBLICAC",10,2,2,0,0,0,5572.05
10,24100,2210200,FOMENTO DO EMPREGO.GAS.,10,2,2,8900,0,8900,3382.76
10,24100,2210300,FOMENTO DO EMPREGO. COMBUSTIBLES E CARBURANTES,10,2,2,0,0,0,295
10,24100,2219900,FOMENTO DO EMPREGO.OUTROS SUMINISTROS.,10,2,2,15000,0,15000,42207.05
10,24100,2220000,FOMENTO DO EMPREGO. SERVIZOS DE TELECOMUNICACIÓNS,10,2,2,0,0,0,3770.48
10,24100,2250100,FOMENTO DO EMPREGO.TRIBUTOS DAS COMUNIDADES AUTÓNOMAS.,10,2,2,220,0,220,299.75
10,24100,2260200,FOMENTO DO EMPREGO.PUBLICIDADE  E PROPAGANDA.,10,2,2,55000,0,55000,25381.53
