#Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos,,,,
10000,IMPOSTO SOBRE A RENDA DE PERSOAS FISICAS,2784456.77,,,,,,,
11200,IMPOSTO SOBRE BENS INMOBLES DE NATUREZA RUSTICA,1232000,,,,,,,
11300,IMPTO SOBRE BENS INMOBLES NATUREZA URBANA,33000000,,,,,,,
11400,IMPOSTO SOBRE BENS INMOBLES DE CARACTERISTICAS ESPECIAIS,900000,,,,,,,
11500,IMPOSTO SOBRE VEHICULOS TRACCION MECANICA,4870000,,,,,,,
11600,IMPOSTO SOBRE O INCREMENTO DO VALOR DOS TERREOS,3050000,,,,,,,
13000,IMPOSTO SOBRE ACTIVIDADES ECONOMICAS EMPRESARIAIS,2700000,,,,,,,
13001,IMPOSTO SOBRE ACTIVIDADES PROFESIONAIS E ARTISTICAS,22500,,,,,,,
21000,IVE ENGADIDO,1763066.73,,,,,,,
22000,IMPOSTO ESPACIAL SOBRE O ALCOHOL,23796.31,,,,,,,
22001,IMPOSTO ESPECIAL SOBRE A CERVEXA.,8733.14,,,,,,,
22003,IMPOSTO ESPECIAL SOBRE O TABACO.,177281.1,,,,,,,
22004,IMPOSTO ESPECIAL SOBRE HIDROCARBUROS.,339243.38,,,,,,,
22006,IMPOSTO ESPECIAL SOBRE PRODUCTOS INTERMEDIOS.,795.88,,,,,,,
29000,"IMPOSTO SOBRE CONSTRUCCIONS, INSTALACIONS E OBRAS",1440000,,,,,,,
30200,RECOLLIDA DE LIXOS,6944093.67,,,,,,,
30300,INGRESOS DA XESTION DE RESIDUOS,350000,,,,,,,
30900,EXTINCION DE INCENDIOS E SALVAMENTO,100000,,,,,,,
30904,CEMITERIOS,29000,,,,,,,
32100,LICENCIAS URBANISTICAS,2320000,,,,,,,
32101,LICENCIAS APERTURA ESTABLECEMENTOS,110000,,,,,,,
32500,EXPEDICION DE DOCUMENTOS,140000,,,,,,,
32600,TAXA POR RETIRADA VEHÍCULOS. GRÚA,274816.45,,,,,,,
32900,LICENCIAS AUTOTAXIS E VEHICULOS DE ALUGUER,10000,,,,,,,
32901,PREMIO COBRANZA.DEPUTACION PROVINCIAL,22000,,,,,,,
32904,MATRIMONIOS,5000,,,,,,,
33000,GRUA E ORA,1362382.75,,,,,,,
33100,OCUPACION VIA PÚBLICA CON VADOS,260000,,,,,,,
33200,"OCUPACIÓN DO SOLO,SUBSOLO E SAÍNTES",1300000,,,,,,,
33600,VENDA AMBULANTE,28000,,,,,,,
33800,INGRESOS DE TELEFÓNICA,290000,,,,,,,
33900,OCUPACION VIA PUBLICA CON VALOS E ANDAMIOS,350000,,,,,,,
33903,OUTRAS TASAS.CONCESIÓNS DE USO PÚBLICO MUNICIPAL,108000,,,,,,,
34100,AXUDA A DOMICILIO,300000,,,,,,,
34200,SERVIZO DE COMEDORES ESCOLARES,661500,,,,,,,
34201,SERVIZO DE ESCOLAS INFANTÍS DE XESTIÓN MUNICIPAL,117303.9,,,,,,,
34202,SERVIZO DA ESCOLA MUNICIPAL DE MÚSICA,118439.63,,,,,,,
34901,PUBLICACIÓNS E ACTIVIDADES,137000,,,,,,,
35100,CONTRIBUCIÓNS ESPECIAIS.ESTABLEC.OU AMPLIAC.DE SERVIZOS,413794.96,,,,,,,
38901,REINTEGRO DOS ANUNCIOS POR CONTA DE PARTICULARES,4000,,,,,,,
39110,MULTAS TRIBUTARIAS,225000,,,,,,,
39120,SANCIÓNS DE TRÁFICO,2488000,,,,,,,
39190,MULTAS MEDIO AMBIENTE (CONCEPTO XENÉRICO),75000,,,,,,,
39191,MULTAS COERCITIVAS,40000,,,,,,,
39192,SANCIÓNS PREVENCIÓN CONSUMO BEBIDAS ALCOHÓLICAS,75000,,,,,,,
39200,RECARGO POR DECLARACIÓN EXTEMPORÁNEA,20000,,,,,,,
39211,RECARGO DE PREMA,350000,,,,,,,
39300,XUROS DE MORA,250000,,,,,,,
39900,OUTROS INGRESOS DERIVADOS DA XESTIÓN DE MULTAS,126000,,,,,,,
39901,INGRESOS POR DANOS BENS MUNICIPAIS.SINISTROS,76000,,,,,,,
39902,ACTUACIÓNS POR EXECUCIONS SUBSIDIARIAS. EXSUB,10000,,,,,,,
39903,OUTROS INGRESOS DIVERSOS,41000,,,,,,,
39906,OUTROS INGRESOS DE CONDENAS EN PROCEDEMENTOS XUDICIAIS,16000,,,,,,,
39909,OUTROS INGRESOS DIVERSOS.CONVENIOS FINANC ACTIVID DE FESTAS,19000,,,,,,,
39910,COSTAS,1000,,,,,,,
39991,OUTROS INGRESOS DIVERSOS,49000,,,,,,,
42001,DE LA ADMINISTRACIÓN GENERAL DEL ESTADO.,62000,,,,,,,
42010,PARTICIPACIÓN TRIBUTOS.FONDO COMPLEMENTARIO DE FINANCIACIÓN.,18920040.39,,,,,,,
42021,COMPENSACIÓN IAE,3138173.64,,,,,,,
42090,OTRAS TRANSF CORRIENTES DE LA ADMÓN GENERAL DEL ESTADO.,18051.08,,,,,,,
42098,SUBVENCIONS DO ESTADO. SUBVENCION DO TRANSPORTE,438408.39,,,,,,,
45000,PARTICIPACIÓN TRIBUTOS CCAA.FONDO GALEGO COOPERACIÓN LOCAL,3623012.6,,,,,,,
45001,OUTRAS TRANSFERENCIAS INCONDICIONADAS.ESTATUTO CAPITALIDADE,2392425,,,,,,,
